season,week,game_id,team,player_id,player_uid,player_name,position,model_version,pass_yards_mean,rush_yards_mean,receiving_yards_mean,receptions_mean,pass_tds_mean,rush_tds_mean,rec_tds_mean,anytime_td_prob
2025,1,2025_01_TEN_DEN,DEN,00-0036727,2e3ef41a-d0ea-473a-b249-559f5a424df1,A.Prentice,RB,nfl-player-v1,0,6.18,3.166,0.521,0,0,0,0.005
2025,1,2025_01_TEN_DEN,DEN,00-0036422,b141ab2c-c6c5-49b2-94f4-781604cbeb98,A.Trautman,TE,nfl-player-v1,0,0,6.326,0.744,0,0,0,0.005
2025,1,2025_01_TEN_DEN,DEN,00-0039732,40159058-8f61-4120-8323-ec81eaeff8ce,B.Nix,QB,nfl-player-v1,126.788,7.344,0,0,0.844,0.03,0,0.0292
2025,1,2025_01_TEN_DEN,DEN,00-0034348,017301c4-fe49-48a1-a533-db70f693a734,C.Sutton,WR,nfl-player-v1,0,0,21.639,2.353,0,0,0.047,0.046
2025,1,2025_01_TEN_DEN,DEN,00-0033881,44ecc125-b690-4177-93f9-f03d50825239,E.Engram,TE,nfl-player-v1,0,0,11.219,1.28,0,0,0,0.005
2025,1,2025_01_TEN_DEN,DEN,00-0036158,a5ce07ae-2e77-4060-bb79-b53064c0b349,J.Dobbins,RB,nfl-player-v1,0,44.718,3.895,0.634,0,0.791,0.022,0.5565
2025,1,2025_01_TEN_DEN,DEN,00-0037539,0c1eb22d-c9fb-4c06-958e-93869891014d,L.Krull,TE,nfl-player-v1,0,0,7.678,0.896,0,0,0,0.005
2025,1,2025_01_TEN_DEN,DEN,00-0038976,d99e2c6d-aef8-4250-9bec-3a167ae51085,M.Mims,WR,nfl-player-v1,0,0,11.592,1.323,0,0,0,0.005
2025,1,2025_01_TEN_DEN,DEN,00-0040730,f30905bf-54ce-4e54-8ae4-38b278499802,R.Harvey,RB,nfl-player-v1,0,20.232,3.166,0.521,0,0,0,0.005
2025,1,2025_01_TEN_DEN,DEN,00-0037085,e91b7026-2866-4587-96e6-3eba8e3346af,T.Badie,RB,nfl-player-v1,0,6.312,6.973,1.082,0,0,0,0.005
2025,1,2025_01_TEN_DEN,DEN,00-0039868,128fd135-fb3e-451e-8135-52d9465c4154,T.Franklin,WR,nfl-player-v1,0,0,15.008,1.68,0,0,0,0.005
2025,1,2025_01_TEN_DEN,DEN,00-0034487,63d00957-9692-4b74-a2a1-8e12c3869a88,T.Sherfield,,nfl-player-v1,0,0,6.193,0.729,0,0,0.015,0.0145
2025,1,2025_01_DET_GB,DET,00-0036963,01542f54-ce56-438f-a484-c6bc9b77aabd,A.St. Brown,WR,nfl-player-v1,0,0,16.002,1.793,0,0,0.039,0.0379
2025,1,2025_01_DET_GB,DET,00-0035685,65151ce5-a920-4dc2-8bb0-ad8bdeea7a46,D.Montgomery,RB,nfl-player-v1,0,39.287,5.781,0.92,0,0.248,0.011,0.2286
2025,1,2025_01_DET_GB,DET,00-0040669,4933a1b2-3cd6-4268-a60f-3b7b98622bbf,I.TeSlaa,WR,nfl-player-v1,0,0,6.592,0.776,0,0,0.008,0.0083
2025,1,2025_01_DET_GB,DET,00-0039139,29347caa-e7e1-4745-a79a-e2a210fe4fda,J.Gibbs,RB,nfl-player-v1,0,34.489,11.941,1.777,0,0.424,0.044,0.3739
2025,1,2025_01_DET_GB,DET,00-0033106,a631bebf-08bd-40de-b474-1e57605a1574,J.Goff,QB,nfl-player-v1,120.605,4.311,0,0,0.755,0,0,0.005
2025,1,2025_01_DET_GB,DET,00-0037240,975d437e-c293-4704-8573-68420a22d271,J.Williams,WR,nfl-player-v1,0,0.385,13.848,1.555,0,0,0.017,0.0171
2025,1,2025_01_DET_GB,DET,00-0032464,1525a1a7-7b4c-4fc8-82e3-d0e3d8049507,K.Raymond,WR,nfl-player-v1,0,0,9.871,1.14,0,0,0,0.005
2025,1,2025_01_DET_GB,DET,00-0039065,efba363a-c6ab-4be9-998e-072e065fc2b9,S.LaPorta,TE,nfl-player-v1,0,0,22.928,2.496,0,0,0.054,0.0523
2025,1,2025_01_DET_GB,GB,00-0038685,18850ce4-973b-4e21-a03e-aa04864658c8,C.Brooks,RB,nfl-player-v1,0,8.161,3.431,0.56,0,0.025,0.003,0.0277
2025,1,2025_01_DET_GB,GB,00-0038393,c2ac0493-43d7-454b-9733-3e8161530921,D.Wicks,WR,nfl-player-v1,0,0,7.997,0.917,0,0,0,0.005
2025,1,2025_01_DET_GB,GB,00-0038797,6572040d-90dd-479c-8d99-faf7175127c3,E.Wilson,RB,nfl-player-v1,0,8.085,2.471,0.412,0,0,0,0.005
2025,1,2025_01_DET_GB,GB,00-0037306,5bedb1f9-714b-416c-9803-57d032ed5651,J.FitzPatrick,TE,nfl-player-v1,0,0,6.792,0.793,0,0,0,0.005
2025,1,2025_01_DET_GB,GB,00-0035700,1d87d00a-50b3-494c-a764-c0ff40e2a701,J.Jacobs,RB,nfl-player-v1,0,45.732,3.462,0.566,0,0.664,0.016,0.4932
2025,1,2025_01_DET_GB,GB,00-0036264,537f0d83-5256-42bf-bc75-f956be1f26c5,J.Love,QB,nfl-player-v1,113.058,5.586,0,0,0.753,0.023,0,0.0223
2025,1,2025_01_DET_GB,GB,00-0039146,a7d95c35-eb3d-4b5e-a2b2-99a22df56259,J.Reed,WR,nfl-player-v1,0,0,14.425,1.584,0,0,0.016,0.0157
2025,1,2025_01_DET_GB,GB,00-0039144,bb8a3825-74f1-4c85-880a-a3108c33b36b,L.Musgrave,TE,nfl-player-v1,0,0,6.792,0.793,0,0,0,0.005
2025,1,2025_01_DET_GB,GB,00-0040667,21d63dde-da33-498d-8984-467c8fa08df0,M.Golden,WR,nfl-player-v1,0,0,9.372,1.074,0,0,0,0.005
2025,1,2025_01_DET_GB,GB,00-0037816,a5673ce8-e626-4f8f-a1c0-7864036be6a3,R.Doubs,WR,nfl-player-v1,0,0,13.978,1.562,0,0,0.031,0.0308
2025,1,2025_01_DET_GB,GB,00-0040009,8d74f600-50f8-4f4b-a268-1bc959cc4edd,S.Williams,WR,nfl-player-v1,0,0,5.768,0.674,0,0,0.007,0.0067
2025,1,2025_01_DET_GB,GB,00-0038996,d561b61f-7998-40a8-82a4-875cc5706ed4,T.Kraft,TE,nfl-player-v1,0,0.34,13.9,1.545,0,0,0.015,0.0157
2025,1,2025_01_HOU_LA,HOU,00-0039359,1af5fe9f-0b86-407e-9071-b814a07c9834,C.Stover,TE,nfl-player-v1,0,0,13.269,1.486,0,0,0,0.005
