Date,Visitor,PTS,Home,PTS_2
2023-01-21,Marquette,74,Seton Hall,53
2023-01-21,Baylor,62,Oklahoma,60
2023-01-21,DePaul,64,Providence,75
2023-01-21,FAU,67,UTEP,59
2023-01-21,Ole Miss,57,Arkansas,69
2023-01-22,Temple,56,Houston,55
2023-01-22,Maryland,55,Purdue,58
2023-01-22,Butler,56,UConn,86
2023-01-23,Kansas,69,Baylor,75
2023-01-23,New Mexico,94,Nevada,97
2023-01-24,Kansas St,76,Iowa State,80
2023-01-24,Oklahoma St,75,Texas,89
2023-01-24,Oklahoma,52,TCU,79
2023-01-24,Miami,86,Florida St,63
2023-01-24,Georgia Tech,51,Clemson,72
2023-01-25,Mississippi St,63,Alabama,66
2023-01-25,Houston,82,UCF,71
2023-01-25,Georgia,41,Tennessee,70
2023-01-25,Xavier,82,UConn,79
2023-01-25,Texas A&M,79,Auburn,63
2023-01-25,Butler,58,Providence,79
2023-01-26,Purdue,75,Michigan,70
2023-01-26,Arizona,63,Washington St,58
2023-01-26,UCLA,64,USC,77
2023-01-26,MTSU,67,FAU,85
2023-01-27,Air Force,73,New Mexico,81
2023-01-28,Cincinnati,69,Houston,75
2023-01-28,Arizona,95,Washington,72
2023-01-28,Boston College,57,Virginia,76
2023-01-28,Xavier,67,Creighton,84
2023-01-28,Gonzaga,82,Portland,67
2023-01-28,Marquette,89,DePaul,69
2023-01-28,Hofstra,85,Charleston,81
2023-01-28,Miami,68,Pitt,71
2023-01-28,Western KY,63,FAU,70
2023-01-28,Clemson,82,Florida St,81
2023-01-29,Michigan St,61,Purdue,77
2023-01-29,Providence,70,Villanova,65
2023-01-30,Virginia,67,Syracuse,62
2023-01-30,Baylor,71,Texas,76
2023-01-30,Iowa State,77,Texas Tech,80
2023-01-31,Vanderbilt,44,Alabama,101
2023-01-31,Kansas St,78,Kansas,90
2023-01-31,West Virginia,72,TCU,76
2023-01-31,Clemson,54,Boston College,62
2023-01-31,Indiana,55,Maryland,66
2023-01-31,San Diego St,66,Nevada,75
2023-01-31,Virginia Tech,83,Miami,92
2023-01-31,UConn,90,DePaul,76
2023-02-01,Penn State,60,Purdue,80
2023-02-01,Tennessee,54,Florida,67
2023-02-01,Villanova,64,Marquette,73
2023-02-01,Providence,83,Xavier,85
2023-02-02,Houston,70,Wichita St,61
2023-02-02,Oregon,76,Arizona,91
2023-02-02,Washington,61,UCLA,70
2023-02-02,Santa Clara,70,Gonzaga,88
2023-02-02,San Francisco,59,Saint Mary's,68
2023-02-02,FAU,77,UAB,86
2023-02-03,Boise St,52,San Diego St,72
2023-02-04,Purdue,74,Indiana,79
2023-02-04,Auburn,43,Tennessee,46
2023-02-04,Alabama,79,LSU,69
2023-02-04,Oregon St,52,Arizona,84
2023-02-04,Virginia,68,Virginia Tech,74
2023-02-04,Texas,69,Kansas St,66
2023-02-04,Kansas,53,Iowa State,68
2023-02-04,Washington St,52,UCLA,76
2023-02-04,Texas Tech,62,Baylor,89
2023-02-04,Gonzaga,70,Saint Mary's,78
2023-02-04,Butler,52,Marquette,60
2023-02-04,TCU,73,Oklahoma St,79
2023-02-04,St John's,71,Xavier,96
2023-02-04,FAU,67,Charlotte,52
2023-02-04,Miami,78,Clemson,74
2023-02-04,UConn,68,Georgetown,62
2023-02-05,Houston,81,Temple,65
2023-02-06,Texas,80,Kansas,88
2023-02-06,Duke,59,Miami,81
2023-02-07,NC State,50,Virginia,63
2023-02-07,Marquette,72,UConn,87
2023-02-07,TCU,61,Kansas St,82
2023-02-07,Rutgers,60,Indiana,66
2023-02-08,Tulsa,42,Houston,80
2023-02-08,Florida,69,Alabama,97
2023-02-08,Tennessee,65,Vanderbilt,66
2023-02-08,Iowa State,71,West Virginia,76
2023-02-08,Oklahoma,72,Baylor,82
2023-02-08,Georgetown,62,Providence,74
2023-02-08,Creighton,75,Seton Hall,62
2023-02-08,San Diego St,63,Utah State,61
2023-02-09,Iowa,73,Purdue,87
2023-02-09,Arizona,85,California,62
2023-02-09,UCLA,62,Oregon St,47
2023-02-09,Saint Mary's,74,LMU,78
2023-02-09,San Francisco,81,Gonzaga,99
2023-02-10,Xavier,67,Butler,69
2023-02-11,Alabama,77,Auburn,69
2023-02-11,Arizona,79,Stanford,88
2023-02-11,West Virginia,60,Texas,94
2023-02-11,Missouri,86,Tennessee,85
2023-02-11,UCLA,70,Oregon,63
2023-02-11,Kansas,78,Oklahoma,55
2023-02-11,Marquette,89,Georgetown,75
2023-02-11,Oklahoma St,64,Iowa State,56
2023-02-11,Kansas St,63,Texas Tech,71
2023-02-11,Baylor,72,TCU,68
2023-02-11,Saint Mary's,81,Portland,64
2023-02-11,BYU,81,Gonzaga,88
2023-02-11,Indiana,62,Michigan,61
2023-02-11,Louisville,85,Miami,93
2023-02-11,Providence,68,St John's,73
2023-02-11,UConn,53,Creighton,56
2023-02-11,NC State,92,Boston College,62
2023-02-11,Rutgers,60,Illinois,69
2023-02-11,UNLV,71,San Diego St,82
2023-02-12,Purdue,58,Northwestern,64
2023-02-13,Texas,67,Texas Tech,74
2023-02-13,West Virginia,67,Baylor,79
2023-02-13,Miami,80,North Carolina,72
2023-02-14,Kansas,87,Oklahoma St,76
2023-02-14,Kansas St,65,Oklahoma,79
2023-02-14,Creighton,86,Providence,94
2023-02-14,NC State,72,Syracuse,75
2023-02-15,Alabama,59,Tennessee,68
2023-02-15,Virginia,61,Louisville,58
2023-02-15,Xavier,68,Marquette,69
2023-02-15,Indiana,62,Northwestern,64
2023-02-15,TCU,59,Iowa State,70
2023-02-15,San Diego St,45,Fresno St,43
2023-02-16,Houston,80,SMU,65
2023-02-16,Purdue,54,Maryland,68
2023-02-16,Stanford,64,UCLA,73
2023-02-16,Utah,62,Arizona,88
2023-02-16,Gonzaga,108,LMU,65
2023-02-16,Saint Mary's,62,San Diego,59
2023-02-16,FAU,70,MTSU,74
2023-02-17,Dartmouth,83,Cornell,95
2023-02-17,E Michigan,54,Kent State,81
2023-02-17,Yale,64,Penn,66
2023-02-17,Harvard,83,Columbia,65
2023-02-17,Brown,67,Princeton,78
2023-02-17,Canisius,81,Rider,78
2023-02-17,Niagara,66,Mount St Marys,70
2023-02-17,Fairfield,70,Marist,61
2023-02-17,Manhattan,60,Iona,71
2023-02-17,Dayton,65,Loyola Chicago,49
2023-02-17,Wright St,68,Cleveland St,85
2023-02-17,N Kentucky,63,Purdue FW,50
2023-02-17,Detroit Mercy,96,Oakland,74
2023-02-17,Calumet,56,Chicago St,103
2023-02-17,Quinnipiac,66,Siena,63
2023-02-17,Utah Tech,71,Southern Utah,81
2023-02-17,Air Force,75,Wyoming,69
2023-02-17,New Mexico,96,San José St,68
2023-02-17,Abilene Chrstn,84,Grand Canyon,94
2023-02-18,Georgia,59,Alabama,108
2023-02-18,California,43,UCLA,78
2023-02-18,Baylor,71,Kansas,87
2023-02-18,Oklahoma,83,Texas,85
2023-02-18,Notre Dame,55,Virginia,57
2023-02-18,Colorado,68,Arizona,78
2023-02-18,Tennessee,54,Kentucky,66
2023-02-18,Iowa State,55,Kansas St,61
2023-02-18,Gonzaga,97,Pepperdine,88
2023-02-18,Illinois,68,Indiana,71
2023-02-18,Wake Forest,87,Miami,96
2023-02-18,DePaul,68,Xavier,82
2023-02-18,BYU,65,Saint Mary's,71
2023-02-18,Creighton,77,St John's,67
2023-02-18,Seton Hall,55,UConn,64
2023-02-18,Oklahoma St,75,TCU,100
2023-02-18,Villanova,72,Providence,85
2023-02-19,Memphis,64,Houston,72
2023-02-19,Ohio State,55,Purdue,82
2023-02-19,North Carolina,69,NC State,77
2023-02-20,Kansas,63,TCU,58
2023-02-21,Iowa State,54,Texas,72
2023-02-21,Baylor,65,Kansas St,75
2023-02-21,Marquette,73,Creighton,71
2023-02-21,Tennessee,63,Texas A&M,68
2023-02-21,Miami,76,Virginia Tech,70
2023-02-21,Villanova,64,Xavier,63
2023-02-21,Indiana,65,Michigan St,80
2023-02-21,Colorado St,58,San Diego St,77
2023-02-22,Tulane,59,Houston,89
2023-02-22,Alabama,78,South Carolina,76
2023-02-22,Virginia,48,Boston College,63
2023-02-22,Providence,69,UConn,87
2023-02-23,UCLA,78,Utah,71
2023-02-23,San Diego,72,Gonzaga,97
2023-02-23,Pacific,52,Saint Mary's,83
2023-02-23,Northwestern,62,Illinois,66
2023-02-24,Xavier,82,Seton Hall,60
2023-02-25,Houston,76,East Carolina,57
2023-02-25,Arkansas,83,Alabama,86
2023-02-25,West Virginia,74,Kansas,76
2023-02-25,Indiana,79,Purdue,71
2023-02-25,Virginia,63,North Carolina,71
2023-02-25,Arizona St,89,Arizona,88
2023-02-25,Texas,72,Baylor,81
2023-02-25,DePaul,84,Marquette,90
2023-02-25,South Carolina,45,Tennessee,85
2023-02-25,Saint Mary's,68,Gonzaga,77
2023-02-25,Florida St,85,Miami,84
2023-02-25,Kansas St,73,Oklahoma St,68
2023-02-25,UConn,95,St John's,86
2023-02-25,Creighton,67,Villanova,79
2023-02-25,San Diego St,73,New Mexico,71
2023-02-25,Oklahoma,61,Iowa State,50
2023-02-25,TCU,83,Texas Tech,82
2023-02-25,Texas A&M,62,Mississippi St,69
2023-02-26,UCLA,60,Colorado,56
2023-02-26,Providence,88,Georgetown,68
2023-02-26,Northwestern,59,Maryland,75
2023-02-27,Baylor,74,Oklahoma St,68
2023-02-28,Texas Tech,63,Kansas,67
2023-02-28,Marquette,72,Butler,56
2023-02-28,Arkansas,57,Tennessee,75
2023-02-28,Clemson,57,Virginia,64
2023-02-28,Iowa,90,Indiana,68
2023-02-28,San Diego St,60,Boise St,66
2023-02-28,Texas A&M,69,Ole Miss,61
2023-03-01,Auburn,85,Alabama,90
2023-03-01,Texas,73,TCU,75
2023-03-01,Chicago St,65,Gonzaga,104
2023-03-01,Oklahoma,69,Kansas St,85
2023-03-01,DePaul,59,UConn,88
2023-03-01,Xavier,94,Providence,89
2023-03-01,Maryland,62,Ohio State,73
2023-03-01,Vanderbilt,68,Kentucky,66
2023-03-01,Pitt,81,Notre Dame,88
2023-03-02,Wichita St,66,Houston,83
2023-03-02,Arizona St,61,UCLA,79
2023-03-02,Purdue,63,Wisconsin,61
2023-03-02,Arizona,87,USC,81
2023-03-03,Charleston So,66,UNC Asheville,75
2023-03-03,Northern Iowa,66,Bradley,72
2023-03-03,E Michigan,66,N Illinois,85
2023-03-03,Monmouth,100,Hampton,64
2023-03-03,Gardner-Webb,76,SC Upstate,77
2023-03-03,Indiana St,94,Belmont,91
2023-03-03,The Citadel,41,Mercer,66
2023-03-03,Campbell,81,Longwood,68
2023-03-03,Akron,84,Kent State,89
2023-03-03,Toledo,87,Ball State,81
2023-03-03,East Carolina,78,Tulane,81
2023-03-03,North Dakota,83,Denver,68
2023-03-03,Murray St,62,Drake,74
2023-03-03,Dayton,61,Saint Louis,65
2023-03-03,Miami OH,63,Buffalo,68
2023-03-03,C Michigan,65,W Michigan,81
2023-03-03,VMI,72,Chattanooga,92
2023-03-03,Abilene Chrstn,54,Sam Houston,72
2023-03-03,SE Missouri,65,Morehead St,58
2023-03-03,New Mexico St,0,Tarleton St,2
2023-03-03,SF Austin,69,Utah Valley,113
2023-03-03,Bowling Green,58,Ohio,92
2023-03-03,Winthrop,69,Radford,78
2023-03-03,Portland,71,BYU,82
2023-03-03,CA Baptist,71,Southern Utah,81
2023-03-03,Grand Canyon,71,Utah Tech,61
2023-03-03,Omaha,73,Kansas City,61
2023-03-03,Missouri St,51,S Illinois,54
2023-03-03,UT Arlington,56,Seattle U,80
2023-03-03,UT Martin,63,Tennessee Tech,78
2023-03-03,New Mexico,84,Colorado St,92
2023-03-03,Pacific,63,San Francisco,80
2023-03-04,Alabama,61,Texas A&M,67
2023-03-04,Kansas,59,Texas,75
2023-03-04,Arizona,73,UCLA,82
2023-03-04,St John's,94,Marquette,96
2023-03-04,Iowa State,73,Baylor,58
2023-03-04,Kansas St,81,West Virginia,89
2023-03-04,Tennessee,70,Auburn,79
2023-03-04,Louisville,60,Virginia,75
2023-03-04,UConn,71,Villanova,59
2023-03-04,Pitt,76,Miami,78
2023-03-04,Wyoming,50,San Diego St,67
2023-03-04,Butler,66,Xavier,78
2023-03-04,Seton Hall,82,Providence,58
2023-03-04,TCU,60,Oklahoma,74
2023-03-04,Kentucky,88,Arkansas,79
2023-03-05,Houston,67,Memphis,65
2023-03-05,Illinois,71,Purdue,76
2023-03-05,Michigan,73,Indiana,75
2023-03-05,Maryland,64,Penn State,65
2023-03-06,McNeese,77,Nicholls,71
2023-03-06,UNC Wilmington,79,Hofstra,73
2023-03-06,South Alabama,66,Louisiana,71
2023-03-06,St Thomas (MN),65,Oral Roberts,70
2023-03-06,Chattanooga,79,Furman,88
2023-03-06,N Kentucky,75,Youngstown St,63
2023-03-06,Idaho St,74,Montana,83
2023-03-06,New Orleans,82,SE Louisiana,78
2023-03-06,BYU,69,Saint Mary's,76
2023-03-06,Towson,72,Charleston,77
2023-03-06,N Dakota St,89,S Dakota St,79
2023-03-06,Cleveland St,93,Milwaukee,80
2023-03-06,Sacramento St,64,Weber St,70
2023-03-06,San Francisco,73,Gonzaga,84
2023-03-07,UMass,38,Richmond,71
2023-03-07,Loyola Chicago,67,Saint Joseph's,72
2023-03-07,Georgia Tech,61,Florida St,60
2023-03-07,Abilene Chrstn,62,CA Baptist,69
2023-03-07,Rhode Island,56,La Salle,73
2023-03-07,Louisville,62,Boston College,80
2023-03-07,UT Arlington,77,Grand Canyon,82
2023-03-07,Canisius,66,Mount St Marys,67
2023-03-07,New Hampshire,64,UMass Lowell,75
2023-03-07,McNeese,63,Texas A&M-CC,80
2023-03-07,Binghamton,57,Vermont,79
2023-03-07,FDU,66,Merrimack,67
2023-03-07,N Kentucky,63,Cleveland St,61
2023-03-07,UNC Wilmington,58,Charleston,63
2023-03-07,Notre Dame,64,Virginia Tech,67
2023-03-07,Saint Peter's,70,Fairfield,52
2023-03-07,N Arizona,83,Montana,71
2023-03-07,New Orleans,70,N'Western St,74
2023-03-07,Gonzaga,77,Saint Mary's,51
2023-03-07,UT Rio Grande,70,Tarleton St,74
2023-03-07,N Dakota St,58,Oral Roberts,92
2023-03-07,CSU Northridge,47,Bakersfield,51
2023-03-07,Marist,61,Manhattan,50
2023-03-07,Weber St,58,Montana St,60
2023-03-07,Cal Poly,88,Long Beach St,68
2023-03-07,Utah Tech,80,SF Austin,76
2023-03-08,St Bonaventure,54,Davidson,65
2023-03-08,Wake Forest,77,Syracuse,74
2023-03-08,Fresno St,65,Colorado St,67
2023-03-08,Richmond,57,George Mason,62
2023-03-08,Georgia Tech,81,Pitt,89
2023-03-08,Bethune,72,Grambling,87
2023-03-08,Colorado,74,Washington,68
2023-03-08,Butler,63,St John's,76
2023-03-08,Air Force,70,UNLV,78
2023-03-08,N'Western St,71,Texas A&M-CC,75
2023-03-08,Saint Joseph's,87,G Washington,76
2023-03-08,California,52,Washington St,69
2023-03-08,DePaul,66,Seton Hall,65
2023-03-08,SC State,55,Howard,91
2023-03-08,UTEP,67,Western KY,73
2023-03-08,Ohio State,65,Wisconsin,57
2023-03-08,Ole Miss,67,South Carolina,61
2023-03-08,Mount St Marys,54,Iona,74
2023-03-08,Texas Tech,62,West Virginia,78
2023-03-08,Boston College,61,North Carolina,85
2023-03-08,Wyoming,76,New Mexico,87
2023-03-08,Lafayette,61,Colgate,79
2023-03-08,La Salle,81,Duquesne,70
2023-03-08,Georgetown,48,Villanova,80
2023-03-08,Delaware St,59,NC Central,89
2023-03-08,LSU,72,Georgia,67
2023-03-08,Louisiana Tech,81,FIU,76
2023-03-08,Minnesota,78,Nebraska,75
2023-03-08,Stanford,73,Utah,62
2023-03-08,Texas Southern,66,Alcorn St,62
2023-03-08,UTSA,71,Rice,72
2023-03-08,Saint Peter's,70,Rider,62
2023-03-08,Oklahoma,49,Oklahoma St,57
2023-03-08,Virginia Tech,77,NC State,97
2023-03-08,N Arizona,78,Montana St,85
2023-03-08,Oregon St,57,Arizona St,63
2023-03-09,Miami OH,75,Toledo,91
2023-03-09,Davidson,53,VCU,71
2023-03-09,Rutgers,62,Michigan,50
2023-03-09,St John's,70,Marquette,72
2023-03-09,Wake Forest,72,Miami,74
2023-03-09,East Carolina,73,South Florida,58
2023-03-09,Iowa State,78,Baylor,72
2023-03-09,Mississippi St,69,Florida,68
2023-03-09,Ohio,90,Ball State,70
2023-03-09,George Mason,54,Saint Louis,82
2023-03-09,Ohio State,73,Iowa,69
2023-03-09,Pitt,69,Duke,96
2023-03-09,Prairie View,60,Jackson St,62
2023-03-09,SMU,70,UCF,76
2023-03-09,Colorado St,61,San Diego St,64
2023-03-09,Colorado,69,UCLA,80
2023-03-09,CA Baptist,51,Sam Houston,64
2023-03-09,Bakersfield,51,UC Irvine,75
2023-03-09,Providence,66,UConn,73
2023-03-09,West Virginia,61,Kansas,78
2023-03-09,Ole Miss,55,Tennessee,70
2023-03-09,N Illinois,57,Kent State,76
2023-03-09,Saint Joseph's,54,Dayton,60
2023-03-09,San José St,81,Nevada,77
2023-03-09,Washington St,70,Oregon,75
2023-03-09,Grand Canyon,84,Seattle U,79
2023-03-09,Hawai’i,60,Fullerton,62
2023-03-09,Morgan St,64,MD Eastern,80
2023-03-09,Western KY,51,FAU,75
2023-03-09,Penn State,79,Illinois,76
2023-03-09,Buffalo,77,Akron,101
2023-03-09,Arkansas,76,Auburn,73
2023-03-09,Charlotte,65,MTSU,66
2023-03-09,Tulsa,63,Wichita St,81
2023-03-09,Marist,75,Quinnipiac,59
2023-03-09,DePaul,84,Xavier,89
2023-03-09,Oklahoma St,47,Texas,61
2023-03-09,North Carolina,59,Virginia,68
2023-03-09,La Salle,61,Fordham,69
2023-03-09,Coppin St,56,Norfolk St,73
2023-03-09,LSU,68,Vanderbilt,77
2023-03-09,Louisiana Tech,46,North Texas,74
2023-03-09,UNLV,76,Boise St,87
2023-03-09,Tarleton St,58,Utah Valley,72
2023-03-09,Cal Poly,54,Santa Barbara,64
2023-03-09,Stanford,84,Arizona,95
2023-03-09,Minnesota,54,Maryland,70
2023-03-09,Alabama A&M,77,Southern,63
2023-03-09,Rice,60,UAB,87
2023-03-09,Niagara,71,Siena,65
2023-03-09,TCU,80,Kansas St,67
2023-03-09,NC State,54,Clemson,80
2023-03-09,Villanova,74,Creighton,87
2023-03-09,New Mexico,76,Utah State,91
2023-03-09,Utah Tech,75,Southern Utah,76
2023-03-09,UC Davis,52,UC Riverside,68
2023-03-09,Arizona St,77,USC,72
2023-03-10,Rutgers,65,Purdue,70
2023-03-10,MTSU,65,FAU,68
2023-03-10,Mississippi St,49,Alabama,72
2023-03-10,East Carolina,46,Houston,60
2023-03-10,Ohio State,68,Michigan St,58
2023-03-10,Texas Southern,74,Alabama A&M,61
2023-03-10,Temple,54,Cincinnati,84
2023-03-10,UAB,76,North Texas,69
2023-03-10,Tennessee,71,Missouri,79
2023-03-10,Ohio,75,Toledo,82
2023-03-10,MD Eastern,55,Howard,74
2023-03-10,Niagara,59,Iona,71
2023-03-10,Penn State,67,Northwestern,65
2023-03-10,UConn,68,Marquette,70
2023-03-10,Arkansas,61,Texas A&M,67
2023-03-10,UCF,76,Memphis,81
2023-03-10,Iowa State,58,Kansas,71
2023-03-10,Duke,85,Miami,78
2023-03-10,Akron,73,Kent State,79
2023-03-10,Marist,69,Saint Peter's,57
2023-03-10,Norfolk St,72,NC Central,65
2023-03-10,Oregon,56,UCLA,75
2023-03-10,Grand Canyon,78,Sam Houston,75
2023-03-10,Fullerton,83,UC Irvine,80
2023-03-10,Creighton,60,Xavier,82
2023-03-10,Maryland,60,Indiana,70
2023-03-10,Jackson St,69,Grambling,78
2023-03-10,San José St,49,San Diego St,64
2023-03-10,Vanderbilt,80,Kentucky,73
2023-03-10,Clemson,56,Virginia,76
2023-03-10,Wichita St,76,Tulane,82
2023-03-10,TCU,60,Texas,66
2023-03-10,Southern Utah,89,Utah Valley,88
2023-03-10,UC Riverside,87,Santa Barbara,92
2023-03-10,Arizona St,59,Arizona,78
2023-03-10,Utah State,72,Boise St,62
2023-03-11,UMass Lowell,59,Vermont,72
2023-03-11,Cornell,60,Yale,80
2023-03-11,Missouri,61,Alabama,72
2023-03-11,Ohio State,66,Purdue,80
2023-03-11,Norfolk St,64,Howard,65
2023-03-11,Saint Louis,78,VCU,90
2023-03-11,Penn,70,Princeton,77
2023-03-11,Cincinnati,48,Houston,69
2023-03-11,Penn State,77,Indiana,73
2023-03-11,Fordham,68,Dayton,78
2023-03-11,Vanderbilt,75,Texas A&M,87
2023-03-11,Texas Southern,61,Grambling,58
2023-03-11,Tulane,54,Memphis,94
2023-03-11,Utah State,57,San Diego St,62
2023-03-11,Texas,76,Kansas,56
2023-03-11,Xavier,51,Marquette,65
2023-03-11,Kent State,93,Toledo,78
2023-03-11,Marist,55,Iona,76
2023-03-11,UAB,56,FAU,78
2023-03-11,Duke,59,Virginia,49
2023-03-11,Fullerton,62,Santa Barbara,72
2023-03-11,Arizona,61,UCLA,59
2023-03-11,Grand Canyon,84,Southern Utah,66
2023-03-12,Princeton,74,Yale,65
2023-03-12,Texas A&M,63,Alabama,82
2023-03-12,Dayton,56,VCU,68
2023-03-12,Memphis,75,Houston,65
2023-03-12,Penn State,65,Purdue,67
2023-03-14,SE Missouri,71,Texas A&M-CC,75
2023-03-14,Pitt,60,Mississippi St,59
2023-03-15,FDU,84,Texas Southern,61
2023-03-15,Nevada,73,Arizona St,98
2023-03-16,West Virginia,65,Maryland,67
2023-03-16,Furman,68,Virginia,67
2023-03-16,Utah State,65,Missouri,76
2023-03-16,Howard,68,Kansas,96
2023-03-16,Texas A&M-CC,75,Alabama,96
2023-03-16,Charleston,57,San Diego St,63
2023-03-16,Princeton,59,Arizona,55
2023-03-16,Illinois,63,Arkansas,73
2023-03-16,Auburn,83,Iowa,75
2023-03-16,Oral Roberts,51,Duke,74
2023-03-16,Boise St,67,Northwestern,75
2023-03-16,Colgate,61,Texas,81
2023-03-16,N Kentucky,52,Houston,63
2023-03-16,Louisiana,55,Tennessee,58
2023-03-16,UNC Asheville,53,UCLA,86
2023-03-16,Penn State,76,Texas A&M,59
2023-03-17,USC,62,Michigan St,72
2023-03-17,Kennesaw St,67,Xavier,72
2023-03-17,Santa Barbara,56,Baylor,74
2023-03-17,VCU,51,Saint Mary's,63
2023-03-17,Vermont,61,Marquette,78
2023-03-17,Pitt,59,Iowa State,41
2023-03-17,NC State,63,Creighton,72
2023-03-17,Iona,63,UConn,87
2023-03-17,FDU,63,Purdue,58
2023-03-17,Providence,53,Kentucky,61
2023-03-17,Grand Canyon,70,Gonzaga,82
2023-03-17,Drake,56,Miami,63
2023-03-17,FAU,66,Memphis,65
2023-03-17,Montana St,65,Kansas St,77
2023-03-17,Arizona St,70,TCU,72
2023-03-17,Kent State,60,Indiana,71
2023-03-18,Furman,52,San Diego St,75
2023-03-18,Duke,52,Tennessee,65
2023-03-18,Arkansas,72,Kansas,71
2023-03-18,Princeton,78,Missouri,63
2023-03-18,Auburn,64,Houston,81
2023-03-18,Penn State,66,Texas,71
2023-03-18,Northwestern,63,UCLA,68
2023-03-18,Maryland,51,Alabama,73
2023-03-19,Pitt,73,Xavier,84
2023-03-19,Kentucky,69,Kansas St,75
2023-03-19,Michigan St,69,Marquette,60
2023-03-19,Saint Mary's,55,UConn,70
2023-03-19,Creighton,85,Baylor,76
2023-03-19,FDU,70,FAU,78
2023-03-19,Miami,85,Indiana,69
2023-03-19,TCU,81,Gonzaga,84
2023-03-23,Michigan St,93,Kansas St,98
2023-03-23,Arkansas,65,UConn,88
2023-03-23,FAU,62,Tennessee,55
2023-03-23,Gonzaga,79,UCLA,76
2023-03-24,San Diego St,71,Alabama,64
2023-03-24,Miami,89,Houston,75
2023-03-24,Princeton,75,Creighton,86
2023-03-24,Xavier,71,Texas,83
2023-03-25,FAU,79,Kansas St,76
2023-03-25,UConn,82,Gonzaga,54
2023-03-26,Creighton,56,San Diego St,57
2023-03-26,Miami,88,Texas,81
2023-04-01,FAU,71,San Diego St,72
2023-04-01,Miami,59,UConn,72
2023-04-03,San Diego St,59,UConn,76
