Date,Visitor,PTS,Home,PTS_2
2024-02-11,FAU,95,Wichita St,82
2024-02-12,Kansas,50,Texas Tech,79
2024-02-12,Wake Forest,69,Duke,77
2024-02-13,Marquette,78,Butler,72
2024-02-13,North Carolina,79,Syracuse,86
2024-02-13,Iowa State,68,Cincinnati,59
2024-02-13,Oklahoma,62,Baylor,79
2024-02-13,Michigan,68,Illinois,97
2024-02-13,Duquesne,59,Dayton,75
2024-02-13,Georgetown,72,Creighton,94
2024-02-13,UCF,88,BYU,90
2024-02-13,Ohio State,54,Wisconsin,62
2024-02-13,Pitt,74,Virginia,63
2024-02-13,Ole Miss,63,Kentucky,75
2024-02-13,Illinois St,80,Indiana St,67
2024-02-14,UConn,101,DePaul,65
2024-02-14,Tennessee,92,Arkansas,63
2024-02-14,South Carolina,61,Auburn,101
2024-02-15,Minnesota,76,Purdue,84
2024-02-15,Pepperdine,59,Saint Mary's,103
2024-02-15,Temple,68,FAU,80
2024-02-16,Harvard,62,Cornell,75
2024-02-16,Villanova,70,Georgetown,54
2024-02-16,VCU,95,Saint Louis,85
2024-02-16,Siena,53,Saint Peter's,75
2024-02-16,Mount St Marys,57,Rider,61
2024-02-16,Manhattan,63,Iona,73
2024-02-16,Niagara,65,Fairfield,63
2024-02-16,Canisius,55,Marist,78
2024-02-16,Dartmouth,63,Columbia,73
2024-02-16,Yale,76,Penn,62
2024-02-16,Brown,63,Princeton,72
2024-02-16,Jacksonville,65,Queens,74
2024-02-16,North Florida,82,Kennesaw St,81
2024-02-16,Ohio,83,Toledo,85
2024-02-16,New Mexico,70,San Diego St,81
2024-02-17,Marquette,53,UConn,81
2024-02-17,Texas,61,Houston,82
2024-02-17,Arizona St,60,Arizona,105
2024-02-17,Kansas,67,Oklahoma,57
2024-02-17,Virginia Tech,81,North Carolina,96
2024-02-17,Vanderbilt,53,Tennessee,88
2024-02-17,Duke,76,Florida St,67
2024-02-17,Texas Tech,74,Iowa State,82
2024-02-17,LSU,64,South Carolina,63
2024-02-17,Baylor,94,West Virginia,81
2024-02-17,Kentucky,70,Auburn,59
2024-02-17,Illinois,85,Maryland,80
2024-02-17,Texas A&M,75,Alabama,100
2024-02-17,Fordham,70,Dayton,78
2024-02-17,Creighton,79,Butler,57
2024-02-17,BYU,83,Oklahoma St,93
2024-02-17,Wisconsin,86,Iowa,88
2024-02-17,Wake Forest,47,Virginia,49
2024-02-17,Indiana St,69,S Illinois,74
2024-02-18,Purdue,69,Ohio State,73
2024-02-18,FAU,86,South Florida,90
2024-02-19,Iowa State,65,Houston,73
2024-02-20,UConn,66,Creighton,85
2024-02-20,Tennessee,72,Missouri,67
2024-02-20,Baylor,71,BYU,78
2024-02-20,San Francisco,66,Saint Mary's,70
2024-02-20,San Diego St,63,Utah State,68
2024-02-20,TCU,81,Texas Tech,82
2024-02-21,DePaul,71,Marquette,105
2024-02-21,Duke,84,Miami,55
2024-02-21,Illinois,89,Penn State,90
2024-02-21,Florida,93,Alabama,98
2024-02-21,Dayton,67,George Mason,71
2024-02-21,Kentucky,74,LSU,75
2024-02-21,Colorado St,66,New Mexico,68
2024-02-22,Rutgers,68,Purdue,96
2024-02-22,Washington St,77,Arizona,74
2024-02-23,Kent State,70,Akron,83
2024-02-23,North Florida,50,Jacksonville,62
2024-02-23,Saint Peter's,70,Mount St Marys,65
2024-02-23,Marist,57,Manhattan,50
2024-02-23,Iona,75,Rider,78
2024-02-23,Niagara,59,Canisius,69
2024-02-23,Penn,82,Dartmouth,69
2024-02-23,Toledo,68,Bowling Green,76
2024-02-23,Purdue FW,85,Green Bay,59
2024-02-23,Yale,62,Cornell,65
2024-02-23,Princeton,66,Harvard,53
2024-02-23,Brown,66,Columbia,64
2024-02-23,Youngstown St,84,Milwaukee,80
2024-02-23,Duquesne,67,Fordham,79
2024-02-23,Fairfield,85,Quinnipiac,81
2024-02-23,Nevada,84,San José St,63
2024-02-24,Villanova,54,UConn,78
2024-02-24,Houston,82,Baylor,76
2024-02-24,Washington,75,Arizona,91
2024-02-24,Texas A&M,51,Tennessee,86
2024-02-24,West Virginia,64,Iowa State,71
2024-02-24,Duke,79,Wake Forest,83
2024-02-24,Texas,67,Kansas,86
2024-02-24,North Carolina,54,Virginia,44
2024-02-24,Iowa,85,Illinois,95
2024-02-24,Alabama,95,Kentucky,117
2024-02-24,Auburn,97,Georgia,76
2024-02-24,San Diego,62,Saint Mary's,88
2024-02-24,San Diego St,73,Fresno St,41
2024-02-24,South Carolina,72,Ole Miss,59
2024-02-24,Washington St,61,Arizona St,73
2024-02-24,Colorado St,60,UNLV,66
2024-02-24,Texas Tech,61,UCF,75
2024-02-24,Vanderbilt,64,Florida,77
2024-02-24,BYU,74,Kansas St,84
2024-02-25,Purdue,84,Michigan,76
2024-02-25,Xavier,64,Marquette,88
2024-02-25,Creighton,66,St John's,80
2024-02-26,Miami,71,North Carolina,75
2024-02-26,Baylor,62,TCU,54
2024-02-27,Cincinnati,59,Houston,67
2024-02-27,BYU,76,Kansas,68
2024-02-27,Kentucky,91,Mississippi St,89
2024-02-27,San José St,64,San Diego St,72
2024-02-27,Davidson,66,Dayton,80
2024-02-27,Utah State,77,Fresno St,73
2024-02-28,Auburn,84,Tennessee,92
2024-02-28,Providence,69,Marquette,91
2024-02-28,Arizona,85,Arizona St,67
2024-02-28,Oklahoma,45,Iowa State,58
2024-02-28,Louisville,59,Duke,84
2024-02-28,Seton Hall,64,Creighton,85
2024-02-28,Minnesota,97,Illinois,105
2024-02-28,Alabama,103,Ole Miss,88
2024-02-28,South Carolina,70,Texas A&M,68
2024-02-28,Missouri,74,Florida,83
2024-02-29,Saint Mary's,83,Pepperdine,57
2024-02-29,USC,72,Washington St,75
2024-02-29,Gonzaga,86,San Francisco,68
2024-03-01,Dayton,72,Loyola Chicago,77
2024-03-01,Air Force,60,Utah State,72
2024-03-02,Houston,87,Oklahoma,85
2024-03-02,Michigan St,74,Purdue,80
2024-03-02,Tennessee,81,Alabama,74
2024-03-02,Marquette,75,Creighton,89
2024-03-02,Oregon,83,Arizona,103
2024-03-02,Kansas,74,Baylor,82
2024-03-02,Iowa State,60,UCF,52
2024-03-02,NC State,70,North Carolina,79
2024-03-02,Virginia,48,Duke,73
2024-03-02,Mississippi St,63,Auburn,78
2024-03-02,Illinois,91,Wisconsin,83
2024-03-02,Arkansas,102,Kentucky,111
2024-03-02,Gonzaga,70,Saint Mary's,57
2024-03-02,Florida,76,South Carolina,82
2024-03-02,UCLA,65,Washington St,77
2024-03-02,South Florida,76,Charlotte,61
2024-03-03,Seton Hall,61,UConn,91
2024-03-04,Duke,79,NC State,64
2024-03-04,Texas,85,Baylor,93
2024-03-05,Purdue,77,Illinois,71
2024-03-05,Notre Dame,51,North Carolina,84
2024-03-05,Auburn,101,Missouri,74
2024-03-05,Kansas St,68,Kansas,90
2024-03-05,Alabama,87,Florida,105
2024-03-05,San Diego St,58,UNLV,62
2024-03-05,Tulane,72,South Florida,85
2024-03-05,Dayton,100,Saint Louis,83
2024-03-06,Houston,67,UCF,59
2024-03-06,UConn,74,Marquette,67
2024-03-06,Tennessee,66,South Carolina,59
2024-03-06,BYU,63,Iowa State,68
2024-03-06,Vanderbilt,77,Kentucky,93
2024-03-06,Utah State,90,San José St,70
2024-03-07,Arizona,88,UCLA,65
2024-03-07,Washington,74,Washington St,68
2024-03-08,Boise St,79,San Diego St,77
2024-03-08,VCU,86,Dayton,91
2024-03-09,Kansas,46,Houston,76
2024-03-09,UConn,74,Providence,60
2024-03-09,Kentucky,85,Tennessee,81
2024-03-09,Arizona,65,USC,78
2024-03-09,Iowa State,58,Kansas St,65
2024-03-09,North Carolina,84,Duke,79
2024-03-09,Marquette,86,Xavier,80
2024-03-09,Creighton,69,Villanova,67
2024-03-09,Baylor,68,Texas Tech,78
2024-03-09,Georgia,78,Auburn,92
2024-03-09,Arkansas,88,Alabama,92
2024-03-09,South Carolina,93,Mississippi St,89
2024-03-09,Oklahoma St,71,BYU,85
2024-03-09,New Mexico,85,Utah State,87
2024-03-09,South Florida,70,Tulsa,76
2024-03-10,Wisconsin,70,Purdue,78
2024-03-10,Illinois,73,Iowa,61
2024-03-11,San Francisco,77,Gonzaga,89
2024-03-11,Santa Clara,65,Saint Mary's,79
2024-03-12,Gonzaga,60,Saint Mary's,69
2024-03-13,Cincinnati,72,Kansas,52
2024-03-13,UCF,73,BYU,87
2024-03-14,TCU,45,Houston,60
2024-03-14,Xavier,60,UConn,87
2024-03-14,Florida St,67,North Carolina,92
2024-03-14,USC,49,Arizona,70
2024-03-14,Kansas St,57,Iowa State,76
2024-03-14,Providence,78,Creighton,73
2024-03-14,Villanova,65,Marquette,71
2024-03-14,NC State,74,Duke,69
2024-03-14,Cincinnati,56,Baylor,68
2024-03-14,Arkansas,66,South Carolina,80
2024-03-14,Fresno St,75,Utah State,87
2024-03-14,BYU,67,Texas Tech,81
2024-03-14,Stanford,62,Washington St,79
2024-03-14,Colorado St,85,Nevada,78
2024-03-14,Duquesne,65,Dayton,57
2024-03-15,Texas Tech,59,Houston,82
2024-03-15,St John's,90,UConn,95
2024-03-15,Michigan St,62,Purdue,67
2024-03-15,Pitt,65,North Carolina,72
2024-03-15,Mississippi St,73,Tennessee,56
2024-03-15,Oregon,67,Arizona,59
2024-03-15,Baylor,62,Iowa State,76
2024-03-15,Texas A&M,97,Kentucky,87
2024-03-15,Providence,68,Marquette,79
2024-03-15,South Carolina,55,Auburn,86
2024-03-15,Ohio State,74,Illinois,77
2024-03-15,San Diego St,86,Utah State,70
2024-03-15,Florida,102,Alabama,88
2024-03-15,Colorado,58,Washington St,52
2024-03-16,Iowa State,69,Houston,41
2024-03-16,Marquette,57,UConn,73
2024-03-16,Wisconsin,76,Purdue,75
2024-03-16,NC State,84,North Carolina,76
2024-03-16,Mississippi St,66,Auburn,73
2024-03-16,Nebraska,87,Illinois,98
2024-03-17,Florida,67,Auburn,86
2024-03-17,Wisconsin,87,Illinois,93
2024-03-19,Colorado St,67,Virginia,42
2024-03-19,Wagner,71,Howard,68
2024-03-20,Colorado,60,Boise St,53
2024-03-20,Grambling,88,Montana St,81
2024-03-21,Wagner,62,North Carolina,90
2024-03-21,Long Beach St,65,Arizona,85
2024-03-21,S Dakota St,65,Iowa State,82
2024-03-21,Saint Peter's,49,Tennessee,83
2024-03-21,Akron,60,Creighton,77
2024-03-21,Morehead St,69,Illinois,85
2024-03-21,Oakland,80,Kentucky,76
2024-03-21,Samford,89,Kansas,93
2024-03-21,McNeese,65,Gonzaga,86
2024-03-21,Duquesne,71,BYU,67
2024-03-21,Oregon,87,South Carolina,73
2024-03-21,NC State,80,Texas Tech,67
2024-03-21,Nevada,60,Dayton,63
2024-03-21,Colorado St,44,Texas,56
2024-03-21,Drake,61,Washington St,66
2024-03-21,Michigan St,69,Mississippi St,51
2024-03-22,Stetson,52,UConn,91
2024-03-22,Grambling,50,Purdue,78
2024-03-22,Longwood,46,Houston,86
2024-03-22,Western KY,69,Marquette,87
2024-03-22,Colgate,67,Baylor,92
2024-03-22,Yale,78,Auburn,76
2024-03-22,Vermont,47,Duke,64
2024-03-22,Charleston,96,Alabama,109
2024-03-22,UAB,65,San Diego St,69
2024-03-22,James Madison,72,Wisconsin,61
2024-03-22,Grand Canyon,75,Saint Mary's,66
2024-03-22,New Mexico,56,Clemson,77
2024-03-22,Colorado,102,Florida,100
2024-03-22,Northwestern,77,FAU,65
2024-03-22,Texas A&M,98,Nebraska,83
2024-03-22,TCU,72,Utah State,88
2024-03-23,Michigan St,69,North Carolina,85
2024-03-23,Dayton,68,Arizona,78
2024-03-23,Washington St,56,Iowa State,67
2024-03-23,Texas,58,Tennessee,62
2024-03-23,Duquesne,63,Illinois,89
2024-03-23,Oregon,73,Creighton,86
2024-03-23,Gonzaga,89,Kansas,68
2024-03-23,Oakland,73,NC State,79
2024-03-24,Utah State,67,Purdue,106
2024-03-24,Northwestern,58,UConn,75
2024-03-24,Texas A&M,95,Houston,100
2024-03-24,Colorado,77,Marquette,81
2024-03-24,Clemson,72,Baylor,64
2024-03-24,James Madison,55,Duke,93
2024-03-24,Grand Canyon,61,Alabama,72
2024-03-24,Yale,57,San Diego St,85
2024-03-28,San Diego St,52,UConn,82
2024-03-28,Alabama,89,North Carolina,87
2024-03-28,Clemson,77,Arizona,72
2024-03-28,Illinois,72,Iowa State,69
2024-03-29,Gonzaga,68,Purdue,80
2024-03-29,Duke,54,Houston,51
2024-03-29,NC State,67,Marquette,58
2024-03-29,Creighton,75,Tennessee,82
2024-03-30,Illinois,52,UConn,77
2024-03-30,Clemson,82,Alabama,89
2024-03-31,Tennessee,66,Purdue,72
2024-03-31,NC State,76,Duke,64
2024-04-06,NC State,50,Purdue,63
2024-04-06,Alabama,72,UConn,86
2024-04-08,Purdue,60,UConn,75
